epoch,lr,loss,acc1,acc5,val_loss,val_acc1,val_acc5
28.0,0.1,1.0818004736328124,69.472,93.162,1.661979384613037,57.61,85.92
29.0,0.1,1.0664544019889832,69.936,93.32,1.507333981513977,60.2,87.31
30.0,0.1,1.0657976112365724,70.258,93.464,1.53692022857666,59.73,86.65
31.0,0.1,1.0591061596298217,70.376,93.466,1.4953321613311767,60.47,87.09
32.0,0.1,1.0500008680915833,70.968,93.498,1.4893435684204102,59.82,87.18
33.0,0.1,1.0387605800247193,71.036,93.828,1.513991145324707,59.86,87.25
34.0,0.1,1.0386871549224854,70.908,93.714,1.5094689922332765,61.07,86.22
35.0,0.1,1.043937811088562,70.842,93.75,1.7280523023605348,57.16,85.18
36.0,0.1,1.0252109510040284,71.456,93.864,1.4797284801483155,61.21,87.58
37.0,0.1,1.030537286491394,71.452,93.772,1.5224970468521117,60.09,87.0
38.0,0.1,1.0082344575500488,72.06,94.036,1.804262854385376,55.22,85.51
39.0,0.1,1.0177674153137206,71.67,94.062,1.541453783416748,60.51,87.15
40.0,0.1,1.0137015115356445,71.984,94.056,1.5234359676361084,60.65,86.43
41.0,0.1,1.003045246925354,72.09,94.2,1.4333742000579834,62.32,88.04
42.0,0.1,1.0059279785919188,72.248,94.166,1.5763415586471559,59.84,86.68
43.0,0.1,1.0070028938674926,72.166,94.16,1.7317665548324586,57.38,84.66
44.0,0.1,0.999795640220642,72.748,94.204,1.4619333082199097,61.96,88.12
45.0,0.1,0.984461577835083,72.908,94.356,2.079331848526001,51.42,79.37
46.0,0.1,0.9957708946990966,72.468,94.274,1.4541265268325805,62.31,88.14
47.0,0.1,0.9864956119918823,72.802,94.444,1.8950331926345825,54.63,82.69
48.0,0.1,0.9899370051956177,72.672,94.338,1.5608970609664916,59.2,86.59
49.0,0.1,0.9918092304801941,72.86,94.308,1.4581771604537963,61.96,88.39
50.0,0.1,0.9825740620803833,73.004,94.56,1.455816766166687,61.97,87.98
51.0,0.1,0.9860700239944458,73.004,94.474,1.9487932201385498,53.36,80.92
52.0,0.1,0.9805653567886352,73.08,94.484,1.5054360105514526,61.44,87.84
53.0,0.1,0.9728067691802978,73.542,94.4,1.5756000995635986,60.19,87.36
54.0,0.1,0.979108257522583,73.318,94.656,1.5339362659454345,60.66,86.9
55.0,0.1,0.973884058265686,73.358,94.58,1.6801054208755493,59.73,85.97
56.0,0.1,0.9803603935623169,73.226,94.546,1.5873237442016601,59.12,85.97
57.0,0.1,0.9685977431106567,73.548,94.628,1.4583716426849365,61.75,87.81
58.0,0.1,0.971234058380127,73.494,94.706,1.7368300521850586,57.41,83.98
59.0,0.1,0.9770901923370361,73.172,94.432,1.607622081375122,60.83,85.39
60.0,0.1,0.9639242510986328,73.66,94.664,1.665758150100708,58.97,85.15
61.0,0.1,0.9662506653213501,73.726,94.688,1.649379030418396,59.34,86.4
62.0,0.1,0.961513025856018,73.68,94.694,1.7025097671508789,57.52,85.1
63.0,0.1,0.9585546994018554,73.84,94.566,1.539241326713562,60.52,86.56
64.0,0.1,0.9650301469421386,73.736,94.62,1.7524704053878783,56.47,83.52
65.0,0.1,0.9587234731292724,73.77,94.688,1.8471655899047852,55.22,82.5
66.0,0.1,0.9583957516479492,73.678,94.704,1.5490406135559083,59.99,86.53
67.0,0.1,0.9588963415527344,73.884,94.682,1.5987851669311524,59.94,85.62
68.0,0.1,0.9451320819854736,74.312,94.884,1.7707153043746948,55.96,83.56
69.0,0.1,0.9581740857696533,73.894,94.712,1.4940134618759155,62.54,87.88
70.0,0.1,0.9590383379364014,73.944,94.782,1.414011106491089,63.37,87.74
71.0,0.1,0.9571377242851258,73.8,94.788,1.608491018486023,60.25,85.83
72.0,0.1,0.9582911798477173,73.932,94.624,1.6466507175445557,59.05,86.41
73.0,0.1,0.9444848541641235,74.458,94.85,1.8053190690994263,57.08,84.67
74.0,0.1,0.9517495538711548,73.914,94.824,1.5669273021697998,60.67,87.05
75.0,0.1,0.9485499384307862,74.356,94.822,1.5752580167770385,60.59,86.58
76.0,0.1,0.9469170531463623,74.15,94.888,1.573251516532898,59.98,87.27
77.0,0.1,0.9489425549697876,74.234,94.728,1.462345493888855,62.09,87.95
78.0,0.1,0.9564432189178467,73.94,94.806,1.5932523292541505,59.2,85.91
79.0,0.1,0.9505150877380371,74.076,94.776,1.6976389886856078,58.51,85.84
80.0,0.1,0.9444828256607055,74.264,94.868,1.7773988946914674,56.81,83.91
81.0,0.1,0.9319775490951538,74.454,94.87,1.9077882429122925,53.69,81.59
82.0,0.1,0.9360508670806885,74.602,94.86,1.372409994316101,63.64,88.54
83.0,0.1,0.9464187496185302,74.136,94.788,1.6710014926910401,58.69,86.64
84.0,0.1,0.9476234112739563,74.132,94.844,1.5888761070251465,59.5,86.05
85.0,0.1,0.9350453063583374,74.53,94.902,1.4677313148498534,61.65,88.52
86.0,0.1,0.940933556804657,74.362,94.772,1.7171777366638183,57.19,84.09
87.0,0.1,0.9343729948425293,74.676,94.974,1.605693898010254,60.51,85.56
88.0,0.1,0.9420101374816895,74.346,94.992,1.739820428276062,57.72,84.54
89.0,0.1,0.9413992231369018,74.386,94.888,1.7647184942245484,56.85,84.54
90.0,0.1,0.9531200557327271,74.052,94.718,1.8081633430480957,56.81,83.17
91.0,0.1,0.9409547538757325,74.174,94.874,1.5749976068496705,61.37,87.48
92.0,0.1,0.9241856562042237,74.636,94.962,1.6732266845703125,60.03,84.22
93.0,0.1,0.9330896672248841,74.502,94.954,1.6281817392349243,59.52,86.33
94.0,0.1,0.9434724704742432,74.222,94.894,1.6593596473693848,59.73,84.76
95.0,0.1,0.9347963333892823,74.636,94.818,1.5658028322219848,59.85,86.29
96.0,0.1,0.9387958185195923,74.518,94.93,1.64427078704834,58.48,85.54
97.0,0.1,0.9350108492279052,74.79,94.938,1.5347933143615722,60.45,86.62
98.0,0.1,0.9358801696014404,74.616,94.88,1.4576005113601684,62.8,88.87
99.0,0.1,0.9301968334960937,74.62,94.96,1.533177106666565,61.03,86.85
100.0,0.1,0.9337963438034058,74.71,95.012,1.437025594329834,63.22,88.15
101.0,0.1,0.9318989078521729,74.868,94.882,1.6038552154541015,60.03,85.93
102.0,0.1,0.9436545014190674,74.372,95.068,1.5486165655136108,61.05,87.03
103.0,0.1,0.930401705493927,74.612,94.944,1.6117478515625,59.76,86.71
104.0,0.1,0.9327366772270202,74.722,94.972,1.4636789171218871,62.16,87.46
105.0,0.1,0.9268455596160888,74.848,95.084,1.6757337245941162,59.55,85.41
106.0,0.1,0.926918695602417,74.802,95.104,1.5603385341644287,61.23,86.69
107.0,0.1,0.929822723121643,74.852,95.054,1.5450230667114258,60.57,86.42
108.0,0.1,0.9341563345336914,74.554,94.986,1.5986390216827393,59.96,86.21
109.0,0.1,0.9199808145332337,75.09,95.006,1.8873514652252197,56.35,83.32
110.0,0.1,0.9261515040206909,74.92,95.054,1.4659703325271607,62.84,87.26
111.0,0.1,0.932140491065979,74.802,94.944,1.5961544300079347,59.96,87.09
112.0,0.1,0.9240488399887085,74.866,95.178,1.5686172508239746,60.56,86.55
113.0,0.1,0.9295459460258484,74.678,94.992,1.6314791591644286,59.04,87.16
114.0,0.1,0.9235718178176879,75.046,95.146,1.6642827543258667,59.05,85.52
115.0,0.1,0.9225078406524658,74.938,95.018,1.3595386150360107,63.34,88.58
116.0,0.1,0.9083782141876221,75.546,95.134,1.5663709949493407,60.59,86.1
117.0,0.1,0.923839324798584,74.766,95.148,1.7626368049621581,58.11,85.61
118.0,0.1,0.917502235736847,75.112,95.18,1.723395210170746,57.72,83.59
119.0,0.1,0.915463503074646,75.042,95.182,1.901488020324707,55.57,82.05
120.0,0.1,0.9219869017028809,75.126,95.08,1.4779859722137452,62.54,87.2
121.0,0.1,0.8990870169067383,75.614,95.198,1.5997291713714599,59.82,84.97
122.0,0.1,0.9029990296936035,75.614,95.15,1.6428831775665282,59.76,85.74
123.0,0.1,0.9074322295761108,75.442,95.102,1.4405602697372437,62.84,87.6
124.0,0.1,0.9219848566246033,74.94,95.102,1.8303911487579345,56.02,83.05
125.0,0.1,0.9085589141082764,75.576,95.31,1.4947976360321045,62.48,87.93
126.0,0.1,0.9038601851654052,75.554,95.354,1.5858456197738648,61.18,85.92
127.0,0.1,0.9030997148895263,75.628,95.328,1.7207003965377807,58.48,86.5
128.0,0.1,0.9157872083282471,75.094,95.072,1.6691489751815796,58.11,85.2
129.0,0.1,0.9100210364151001,75.368,95.302,1.6151094694137573,60.85,85.62
130.0,0.1,0.8993597144317627,75.614,95.322,1.5617297298431396,60.08,86.28
131.0,0.1,0.905858714466095,75.604,95.296,1.4301103315353394,63.0,88.29
132.0,0.1,0.9027830863189698,75.4,95.322,1.576299690437317,59.96,86.87
133.0,0.1,0.9045847391700744,75.374,95.224,1.609398335838318,58.8,85.82
134.0,0.1,0.9038846641540528,75.41,95.19,1.6964337978363038,58.25,84.78
135.0,0.1,0.9040905774688721,75.522,95.236,1.713916567993164,57.36,84.95
136.0,0.1,0.8824884410476684,76.034,95.482,1.4384398679733277,62.77,88.11
137.0,0.1,0.8984235899353027,75.604,95.294,1.6257609741210937,59.69,86.87
138.0,0.1,0.8886882227706909,75.782,95.554,1.5482787918090821,60.71,86.46
139.0,0.1,0.8966348708343506,75.652,95.398,1.706009315109253,58.46,84.9
140.0,0.1,0.8988758934402465,75.578,95.408,1.4878107013702393,61.75,87.35
141.0,0.1,0.8982310443878174,75.774,95.356,1.4522678519248962,63.12,87.8
142.0,0.1,0.898877967224121,75.688,95.25,1.4895547901153565,62.95,88.18
143.0,0.1,0.892563583946228,75.656,95.438,1.5493095726013184,60.62,87.45
144.0,0.1,0.8877441089248658,75.744,95.472,1.3922261910438538,63.99,88.26
145.0,0.1,0.8946686734008789,75.804,95.392,1.5580273147583008,61.1,87.35
146.0,0.1,0.8962537203216553,75.876,95.298,1.603267939376831,61.16,87.33
147.0,0.1,0.8855282850265503,75.884,95.568,1.6626024003982545,59.89,86.1
148.0,0.1,0.8899967602920532,75.958,95.608,1.545596266746521,61.13,87.53
149.0,0.0010000000000000002,0.3931666142606735,89.606,98.868,0.7568120327472687,79.36,95.46
150.0,0.010000000000000002,0.23482579095840453,93.948,99.584,0.7509308720588684,80.1,95.56
151.0,0.010000000000000002,0.18128690938472747,95.496,99.742,0.7831008993148804,79.78,95.38
152.0,0.010000000000000002,0.13963462381362915,96.764,99.896,0.7937011458396912,79.8,95.29
153.0,0.010000000000000002,0.11336451551914214,97.462,99.934,0.8013287480354309,79.97,95.12
154.0,0.010000000000000002,0.09338080646038055,98.07,99.96,0.8334839813232422,79.68,95.23
155.0,0.010000000000000002,0.07486376258134841,98.576,99.982,0.8442703867912292,79.45,94.89
156.0,0.010000000000000002,0.06502110988855361,98.84,99.992,0.8565555344581604,79.68,95.28
157.0,0.010000000000000002,0.05731243404865265,99.024,99.994,0.8640553496360779,79.74,95.2
158.0,0.010000000000000002,0.048041997051239016,99.29,99.998,0.8756181874275207,79.69,95.05
159.0,0.010000000000000002,0.04287597039699555,99.392,99.994,0.8734657473564148,80.05,94.9
160.0,0.010000000000000002,0.0391356862616539,99.446,100.0,0.8930738132476806,80.07,95.0
161.0,0.010000000000000002,0.038506807668209075,99.472,99.998,0.8971979431152344,79.36,94.96
162.0,0.010000000000000002,0.033723711936473846,99.614,99.998,0.8976868079185486,79.41,94.86
163.0,0.010000000000000002,0.03223905300617218,99.6,99.998,0.9120463883399963,79.21,94.74
164.0,0.010000000000000002,0.029595283370018006,99.652,100.0,0.9216183647155761,79.24,94.71
165.0,0.010000000000000002,0.0327926944065094,99.574,99.996,0.912195237159729,79.72,94.79
166.0,0.010000000000000002,0.029577869156599046,99.648,100.0,0.9154462723731994,79.12,94.9
167.0,0.010000000000000002,0.03067991809129715,99.644,99.998,0.9362954696655273,78.83,94.63
168.0,0.010000000000000002,0.030767440465688706,99.664,100.0,0.9454151682853699,78.71,94.68
169.0,0.010000000000000002,0.033468733726739884,99.608,99.996,0.9385224457740784,78.85,94.73
170.0,0.010000000000000002,0.04106893028974533,99.41,99.998,0.9808892419815064,78.46,94.52
171.0,0.010000000000000002,0.04446207795143128,99.4,99.998,0.973025118637085,78.35,94.27
172.0,0.010000000000000002,0.04414747729539871,99.382,100.0,0.977957380104065,77.96,94.47
173.0,0.010000000000000002,0.0499268110704422,99.274,99.998,0.9714732345581054,78.33,94.46
174.0,0.010000000000000002,0.055480584723949435,99.14,99.996,1.0124627178192138,77.76,94.43
175.0,0.010000000000000002,0.060330079793930055,99.088,99.998,1.0220173625946045,77.52,94.17
176.0,0.010000000000000002,0.06298314234256744,99.048,99.998,1.0423261040687561,77.03,93.78
177.0,0.010000000000000002,0.07623840897560119,98.744,99.99,1.0380293565750123,77.29,93.93
178.0,0.010000000000000002,0.07858450171232223,98.678,99.986,1.0630355794906616,76.88,93.7
179.0,0.010000000000000002,0.08575441791057586,98.548,99.988,1.089039002609253,76.42,93.62
180.0,0.010000000000000002,0.0893805319070816,98.516,99.99,1.0530943120956422,75.99,93.84
181.0,0.010000000000000002,0.09577053231716157,98.362,99.982,1.0808211600542068,76.08,93.36
182.0,0.010000000000000002,0.09474985596656799,98.394,99.974,1.1039418237686158,75.55,93.37
183.0,0.010000000000000002,0.09694760756015777,98.332,99.984,1.1466438557624816,75.2,93.3
184.0,0.010000000000000002,0.09721396531581879,98.276,99.982,1.0953476726531983,76.66,93.56
185.0,0.010000000000000002,0.10129077634096145,98.188,99.97,1.1130562413215637,75.41,93.14
186.0,0.010000000000000002,0.10529712001562118,98.158,99.97,1.1063309984207153,76.25,93.17
187.0,0.010000000000000002,0.10812182927846908,98.084,99.982,1.1538465481758118,74.6,93.08
188.0,0.010000000000000002,0.1108628460407257,98.092,99.964,1.1541593406677246,74.27,92.62
189.0,0.010000000000000002,0.11691060795783996,97.924,99.98,1.1905032985687256,74.29,92.66
190.0,0.010000000000000002,0.10761553559303284,98.128,99.98,1.1707434581756593,74.66,93.06
191.0,0.010000000000000002,0.11056058661460877,97.99,99.974,1.1616655675888061,75.29,92.98
192.0,0.010000000000000002,0.10816268923282624,98.106,99.964,1.214829280281067,73.94,92.61
193.0,0.010000000000000002,0.10768338903427124,98.104,99.962,1.0856079224586488,76.16,93.66
194.0,0.010000000000000002,0.11324278322696686,97.978,99.96,1.1653322822570802,74.69,93.08
195.0,0.010000000000000002,0.11268072997570037,97.922,99.968,1.2630505875587463,72.57,92.07
196.0,0.010000000000000002,0.11677245213508607,97.894,99.944,1.1509777410507203,74.58,92.69
197.0,0.010000000000000002,0.10603014993190765,98.148,99.962,1.192347357749939,74.07,92.88
198.0,0.010000000000000002,0.12302042320728301,97.804,99.936,1.1977231288909913,74.14,93.15
199.0,0.010000000000000002,0.12519998465538024,97.69,99.94,1.1983172865867615,73.52,92.24
200.0,0.010000000000000002,0.11271399349212646,97.966,99.964,1.142546512889862,74.71,92.91
201.0,0.010000000000000002,0.1164066142988205,97.954,99.954,1.1507025287628174,75.31,93.05
202.0,0.010000000000000002,0.1030990558719635,98.16,99.984,1.2804661686897278,73.49,92.22
203.0,0.010000000000000002,0.11728002165794373,97.874,99.952,1.1673864818572999,74.9,93.07
204.0,0.010000000000000002,0.10867973655700684,98.014,99.968,1.1829981370925904,74.4,92.77
205.0,0.010000000000000002,0.12163363912582398,97.768,99.958,1.1321806619644166,75.49,93.47
206.0,0.010000000000000002,0.10903885816574097,98.026,99.96,1.2027219833374023,74.28,92.74
207.0,0.010000000000000002,0.10653156334400177,98.116,99.964,1.2003794686317444,73.87,92.87
208.0,0.010000000000000002,0.11170292853355408,97.918,99.964,1.1949573349952698,74.26,93.12
209.0,0.010000000000000002,0.1081274886393547,98.002,99.974,1.1951365490436554,74.49,92.57
210.0,0.010000000000000002,0.10912863896369934,98.094,99.968,1.2114856328964234,74.22,92.42
211.0,0.010000000000000002,0.10376680232524872,98.132,99.948,1.208907829093933,74.46,92.82
212.0,0.010000000000000002,0.12081220364570618,97.81,99.948,1.1717798869132996,74.81,92.58
213.0,0.010000000000000002,0.09662897111415863,98.288,99.96,1.2150151460647582,74.22,92.54
214.0,0.010000000000000002,0.10791930655241012,98.016,99.944,1.2909732655525208,72.37,92.17
215.0,0.010000000000000002,0.10829158623695373,98.056,99.944,1.176944077682495,74.93,93.02
216.0,0.010000000000000002,0.11370829196929931,97.912,99.952,1.1841659121513366,73.99,92.43
217.0,0.010000000000000002,0.10918623774528503,98.082,99.95,1.1890721661567687,73.96,92.62
218.0,0.010000000000000002,0.10422487087249756,98.146,99.956,1.2179784880638123,74.03,91.82
219.0,0.010000000000000002,0.10991004325389862,98.062,99.958,1.1709185828208923,74.87,93.08
220.0,0.010000000000000002,0.09892472817897796,98.21,99.956,1.2246411937713624,74.22,92.19
221.0,0.010000000000000002,0.11477550206184388,97.84,99.948,1.3510448460578919,71.92,90.84
222.0,0.010000000000000002,0.11337561133384705,97.916,99.95,1.2329500852584838,73.41,92.34
223.0,0.010000000000000002,0.1142029605293274,97.902,99.944,1.26072062664032,73.31,92.54
224.0,0.00010000000000000003,0.043127029678821566,99.336,99.994,1.0365169742584228,78.09,94.29
225.0,0.0010000000000000002,0.019862067849636077,99.784,100.0,1.0133484897613525,78.45,94.56
226.0,0.0010000000000000002,0.014815876213908195,99.86,100.0,1.0111211720466613,78.67,94.59
227.0,0.0010000000000000002,0.01187268176972866,99.908,100.0,1.010357316970825,78.69,94.76
228.0,0.0010000000000000002,0.01059257364153862,99.932,100.0,1.0033863855361937,79.04,94.71
229.0,0.0010000000000000002,0.009938150781691074,99.94,100.0,1.0084991576194764,79.09,94.6
230.0,0.0010000000000000002,0.009283707197904587,99.94,100.0,1.0070793094635009,79.3,94.69
231.0,0.0010000000000000002,0.008823235766589641,99.936,99.998,1.0057810241699219,79.07,94.72
232.0,0.0010000000000000002,0.008634550738036633,99.936,100.0,1.0023168672561646,79.25,94.79
233.0,0.0010000000000000002,0.007868680995702744,99.966,100.0,1.0084383504867553,79.33,94.67
234.0,0.0010000000000000002,0.007969748366773128,99.956,100.0,1.000133917617798,79.28,94.82
235.0,0.0010000000000000002,0.008131980068087578,99.952,100.0,0.9991831521034241,79.5,94.75
236.0,0.0010000000000000002,0.007722956395745277,99.952,100.0,0.997411171913147,79.47,94.88
237.0,0.0010000000000000002,0.007674917042851448,99.956,100.0,1.0019033848762513,79.52,94.87
238.0,0.0010000000000000002,0.007330948937535286,99.954,100.0,1.0026631225585938,79.42,94.81
239.0,0.0010000000000000002,0.007982412109524011,99.95,100.0,1.0015438696861267,79.61,94.63
240.0,0.0010000000000000002,0.007672246096283197,99.954,100.0,1.0006599217414855,79.43,94.78
241.0,0.0010000000000000002,0.007296590851545334,99.966,100.0,0.996343905544281,79.49,94.74
242.0,0.0010000000000000002,0.007595130021423101,99.966,100.0,0.9990881849288941,79.59,94.8
243.0,0.0010000000000000002,0.007072855035066604,99.97,100.0,1.0025832064628601,79.54,94.74
244.0,0.0010000000000000002,0.0075223130083084105,99.958,100.0,0.9938373146057129,79.5,94.84
245.0,0.0010000000000000002,0.007065744577646255,99.972,100.0,1.0006178433418274,79.65,94.78
246.0,0.0010000000000000002,0.007515199593007564,99.956,100.0,0.9941261715888977,79.57,94.95
247.0,0.0010000000000000002,0.007643890258967876,99.966,100.0,1.000304913520813,79.57,94.81
248.0,0.0010000000000000002,0.007183338864147663,99.956,100.0,0.9963674315452575,79.62,94.74
249.0,0.0010000000000000002,0.0076470946854352954,99.956,100.0,0.9924089901924134,79.74,94.96
250.0,0.0010000000000000002,0.007209149165451526,99.97,100.0,0.9972800910949707,79.61,94.88
251.0,0.0010000000000000002,0.007485999042391777,99.972,100.0,0.9924539690971375,79.81,94.82
252.0,0.0010000000000000002,0.007364523686319589,99.966,100.0,0.9961125383377075,79.66,94.86
253.0,0.0010000000000000002,0.007400465748906135,99.976,100.0,0.992027066230774,79.87,94.75
254.0,0.0010000000000000002,0.007606831396222115,99.958,100.0,0.9853676151275634,79.85,94.73
255.0,0.0010000000000000002,0.007358735363185406,99.974,100.0,0.993677708530426,79.81,94.74
256.0,0.0010000000000000002,0.007672452510595322,99.97,100.0,0.9946203264236451,79.83,94.86
257.0,0.0010000000000000002,0.0076306456911563875,99.962,100.0,0.9900683844566345,79.94,94.89
258.0,0.0010000000000000002,0.007451242727637291,99.98,100.0,0.9996179714202881,79.96,94.71
259.0,0.0010000000000000002,0.007558000329434871,99.968,100.0,0.9890901560783386,79.95,94.94
260.0,0.0010000000000000002,0.007519509369134903,99.982,100.0,0.9907660923957825,80.0,94.88
261.0,0.0010000000000000002,0.00766494382083416,99.972,100.0,0.9895370986938476,79.95,94.91
262.0,0.0010000000000000002,0.007739935491085053,99.98,100.0,0.9934258231163025,79.96,94.87
263.0,0.0010000000000000002,0.008186950295567513,99.962,100.0,0.9972590836524964,79.71,94.82
264.0,0.0010000000000000002,0.007853524128198624,99.972,100.0,0.993698668384552,79.96,95.03
265.0,0.0010000000000000002,0.008317547247111798,99.964,100.0,0.9955307677268982,79.83,95.01
266.0,0.0010000000000000002,0.008212652104496955,99.966,100.0,0.9995068746566772,79.85,94.84
267.0,0.0010000000000000002,0.007982642406523228,99.966,100.0,0.9936372141838073,80.2,94.89
268.0,0.0010000000000000002,0.007998243358731269,99.976,100.0,0.9988273803710938,79.87,94.82
269.0,0.0010000000000000002,0.00831839981675148,99.964,100.0,0.9979977460861206,79.88,94.97
270.0,0.0010000000000000002,0.008172905014753342,99.978,100.0,0.9949117147445679,80.01,94.95
271.0,0.0010000000000000002,0.008510903482437134,99.974,100.0,0.9982897792816162,80.11,94.98
272.0,0.0010000000000000002,0.008411149771511554,99.982,100.0,1.0032859704017638,80.04,94.92
273.0,0.0010000000000000002,0.008720359671711921,99.976,100.0,0.9965128225326538,79.88,95.0
274.0,0.0010000000000000002,0.009103966328799725,99.968,100.0,0.9935008605003357,79.96,94.78
275.0,0.0010000000000000002,0.008860479332506657,99.972,100.0,0.9969216824531555,79.97,94.84
276.0,0.0010000000000000002,0.008616774051189423,99.98,100.0,0.9985936414718628,80.01,94.82
277.0,0.0010000000000000002,0.008653123132586479,99.976,100.0,0.9910291283607483,80.13,94.92
278.0,0.0010000000000000002,0.008893669876158238,99.976,100.0,0.9906538106918334,80.12,94.76
279.0,0.0010000000000000002,0.008806018078327179,99.972,100.0,1.0006711462020874,79.82,94.99
280.0,0.0010000000000000002,0.00907807658970356,99.968,100.0,0.9995592883110046,79.97,95.04
281.0,0.0010000000000000002,0.009023685835003853,99.972,100.0,0.9947522960662841,79.94,94.93
282.0,0.0010000000000000002,0.00923316551476717,99.972,100.0,1.0009392805099486,79.83,94.94
283.0,0.0010000000000000002,0.008972530087530612,99.972,100.0,1.0044767987251282,79.91,95.01
284.0,0.0010000000000000002,0.009166375852227212,99.976,100.0,1.000237033176422,80.01,94.91
285.0,0.0010000000000000002,0.00904908556997776,99.972,100.0,1.0059430758476258,79.97,94.88
286.0,0.0010000000000000002,0.009294427172243595,99.98,100.0,1.007000210762024,79.83,94.84
287.0,0.0010000000000000002,0.009150706324577332,99.984,100.0,1.008782552909851,79.88,94.81
288.0,0.0010000000000000002,0.009575713776350022,99.974,100.0,1.0130868195533753,79.97,94.81
289.0,0.0010000000000000002,0.009678803646862508,99.964,100.0,1.0049879866600036,79.91,95.01
290.0,0.0010000000000000002,0.009340477939248085,99.974,100.0,1.011496868133545,80.11,95.05
291.0,0.0010000000000000002,0.009606493637859821,99.976,100.0,1.0047203520774841,80.22,94.95
292.0,0.0010000000000000002,0.009590076661407947,99.982,100.0,1.0160989029884337,80.0,94.96
293.0,0.0010000000000000002,0.010028984217643738,99.972,100.0,1.0091852082252502,79.98,94.99
294.0,0.0010000000000000002,0.009601829590201378,99.978,100.0,1.0093436198234558,79.91,95.06
295.0,0.0010000000000000002,0.009695787720084191,99.982,100.0,1.0106185918807984,80.07,94.96
296.0,0.0010000000000000002,0.00972058619081974,99.986,100.0,1.0172662717819214,80.04,94.85
297.0,0.0010000000000000002,0.010089140558540821,99.972,100.0,1.014388729763031,79.8,94.92
298.0,0.0010000000000000002,0.009860324847400188,99.97,100.0,1.0121162470817566,79.83,94.82
299.0,0.0010000000000000002,0.010313457121253014,99.97,100.0,1.0125097190856933,80.01,94.93
